v_in0,v_in1,spice_vout0,pytorch_vout0,abs_err
4.000000000000000222e-01,5.000000000000000000e-01,-3.401580000000000159e-01,-3.401579260826110840e-01,7.391738893192112414e-08
5.000000000000000000e-01,5.000000000000000000e-01,-3.950839999999999907e-01,-3.950835764408111572e-01,4.235591888335221711e-07
5.999999999999999778e-01,5.000000000000000000e-01,-4.285050000000000248e-01,-4.285049736499786377e-01,2.635002138706710184e-08
6.999999999999999556e-01,5.000000000000000000e-01,-4.379730000000000012e-01,-4.379725754261016846e-01,4.245738983166269520e-07
8.000000000000000444e-01,5.000000000000000000e-01,-4.254450000000000176e-01,-4.254451692104339600e-01,1.692104339423572412e-07
9.000000000000000222e-01,5.000000000000000000e-01,-3.961410000000000209e-01,-3.961407244205474854e-01,2.755794525355348412e-07
1.000000000000000000e+00,5.000000000000000000e-01,-3.566039999999999766e-01,-3.566038310527801514e-01,1.689472198251884549e-07
0.000000000000000000e+00,5.999999999999999778e-01,-3.748010000000000230e-02,-3.748021647334098816e-02,1.164733409858564883e-07
1.000000000000000056e-01,5.999999999999999778e-01,-1.044299999999999951e-01,-1.044303029775619507e-01,3.029775619556307475e-07
2.000000000000000111e-01,5.999999999999999778e-01,-1.827729999999999910e-01,-1.827735155820846558e-01,5.155820846647340971e-07
2.999999999999999889e-01,5.999999999999999778e-01,-2.683050000000000157e-01,-2.683050334453582764e-01,3.344535826066419304e-08
4.000000000000000222e-01,5.999999999999999778e-01,-3.537379999999999969e-01,-3.537381291389465332e-01,1.291389465363224076e-07
5.000000000000000000e-01,5.999999999999999778e-01,-4.296079999999999899e-01,-4.296085536479949951e-01,5.536479950052353161e-07
5.999999999999999778e-01,5.999999999999999778e-01,-4.864559999999999995e-01,-4.864563643932342529e-01,3.643932342534128566e-07
6.999999999999999556e-01,5.999999999999999778e-01,-5.175640000000000240e-01,-5.175642967224121094e-01,2.967224120853373392e-07
8.000000000000000444e-01,5.999999999999999778e-01,-5.209479999999999666e-01,-5.209476947784423828e-01,3.052215575838346240e-07
9.000000000000000222e-01,5.999999999999999778e-01,-4.995930000000000093e-01,-4.995933473110198975e-01,3.473110198881634858e-07
1.000000000000000000e+00,5.999999999999999778e-01,-4.599800000000000000e-01,-4.599796831607818604e-01,3.168392181396306739e-07
0.000000000000000000e+00,6.999999999999999556e-01,-1.708739999999999912e-02,-1.708756014704704285e-02,1.601470470437293958e-07
1.000000000000000056e-01,6.999999999999999556e-01,-8.042509999999999937e-02,-8.042512834072113037e-02,2.834072113100383206e-08
2.000000000000000111e-01,6.999999999999999556e-01,-1.577060000000000128e-01,-1.577060073614120483e-01,7.361412035500336515e-09
2.999999999999999889e-01,6.999999999999999556e-01,-2.469260000000000066e-01,-2.469259351491928101e-01,6.485080719653701919e-08
4.000000000000000222e-01,6.999999999999999556e-01,-3.428709999999999813e-01,-3.428714573383331299e-01,4.573383331485381120e-07
5.000000000000000000e-01,6.999999999999999556e-01,-4.369830000000000103e-01,-4.369828999042510986e-01,1.000957489116771626e-07
5.999999999999999778e-01,6.999999999999999556e-01,-5.185380000000000544e-01,-5.185383558273315430e-01,3.558273314885340710e-07
6.999999999999999556e-01,6.999999999999999556e-01,-5.771920000000000384e-01,-5.771923065185546875e-01,3.065185546491377977e-07
8.000000000000000444e-01,6.999999999999999556e-01,-6.059889999999999999e-01,-6.059888005256652832e-01,1.994743347166760827e-07
9.000000000000000222e-01,6.999999999999999556e-01,-6.034049999999999692e-01,-6.034053564071655273e-01,3.564071655581813047e-07
1.000000000000000000e+00,6.999999999999999556e-01,-5.734139999999999793e-01,-5.734140872955322266e-01,8.729553224728903160e-08
0.000000000000000000e+00,8.000000000000000444e-01,6.347132999999999595e-03,6.347198039293289185e-03,6.503929328958990563e-08
1.000000000000000056e-01,8.000000000000000444e-01,-5.110590000000000271e-02,-5.110607668757438660e-02,1.766875743838824953e-07
2.000000000000000111e-01,8.000000000000000444e-01,-1.235919999999999935e-01,-1.235924810171127319e-01,4.810171127384021972e-07
2.999999999999999889e-01,8.000000000000000444e-01,-2.111460000000000004e-01,-2.111455053091049194e-01,4.946908950809181249e-07
4.000000000000000222e-01,8.000000000000000444e-01,-3.111140000000000017e-01,-3.111142814159393311e-01,2.814159393293991229e-07
5.000000000000000000e-01,8.000000000000000444e-01,-4.172759999999999803e-01,-4.172759950160980225e-01,4.983901957800185301e-09
5.999999999999999778e-01,8.000000000000000444e-01,-5.198279999999999568e-01,-5.198284387588500977e-01,4.387588501408856700e-07
6.999999999999999556e-01,8.000000000000000444e-01,-6.068529999999999758e-01,-6.068533658981323242e-01,3.658981323484411519e-07
8.000000000000000444e-01,8.000000000000000444e-01,-6.671899999999999498e-01,-6.671901345252990723e-01,1.345252991225009964e-07
9.000000000000000222e-01,8.000000000000000444e-01,-6.936870000000000536e-01,-6.936870217323303223e-01,2.173233026869780815e-08
1.000000000000000000e+00,8.000000000000000444e-01,-6.852780000000000538e-01,-6.852782964706420898e-01,2.964706420360840866e-07
0.000000000000000000e+00,9.000000000000000222e-01,3.016794000000000073e-02,3.016795590519905090e-02,1.590519905017573343e-08
1.000000000000000056e-01,9.000000000000000222e-01,-2.018199999999999855e-02,-2.018211409449577332e-02,1.140944957747636046e-07
2.000000000000000111e-01,9.000000000000000222e-01,-8.538869999999999794e-02,-8.538864552974700928e-02,5.447025298865870724e-08
2.999999999999999889e-01,9.000000000000000222e-01,-1.670109999999999928e-01,-1.670107692480087280e-01,2.307519912647659766e-07
4.000000000000000222e-01,9.000000000000000222e-01,-2.647630000000000261e-01,-2.647629678249359131e-01,3.217506411301584990e-08
5.000000000000000000e-01,9.000000000000000222e-01,-3.753290000000000237e-01,-3.753286898136138916e-01,3.101863861321163540e-07
5.999999999999999778e-01,9.000000000000000222e-01,-4.914780000000000260e-01,-4.914780557155609131e-01,5.571556088712625865e-08
6.999999999999999556e-01,9.000000000000000222e-01,-6.022039999999999615e-01,-6.022042036056518555e-01,2.036056518939233229e-07
8.000000000000000444e-01,9.000000000000000222e-01,-6.944620000000000237e-01,-6.944620609283447266e-01,6.092834470283747805e-08
9.000000000000000222e-01,9.000000000000000222e-01,-7.563509999999999955e-01,-7.563512325286865234e-01,2.325286865278997084e-07
1.000000000000000000e+00,9.000000000000000222e-01,-7.805710000000000148e-01,-7.805707454681396484e-01,2.545318603663915269e-07
0.000000000000000000e+00,1.000000000000000000e+00,5.264532000000000239e-02,5.264534428715705872e-02,2.428715705632411570e-08
1.000000000000000056e-01,1.000000000000000000e+00,9.723832999999999435e-03,9.723801165819168091e-03,3.183418083134437193e-08
2.000000000000000111e-01,1.000000000000000000e+00,-4.698750000000000149e-02,-4.698751494288444519e-02,1.494288444370273083e-08
2.999999999999999889e-01,1.000000000000000000e+00,-1.199699999999999933e-01,-1.199700683355331421e-01,6.833553314877782725e-08
4.000000000000000222e-01,1.000000000000000000e+00,-2.107080000000000064e-01,-2.107075303792953491e-01,4.696207046572808963e-07
5.000000000000000000e-01,1.000000000000000000e+00,-3.185700000000000198e-01,-3.185698688030242920e-01,1.311969757278319548e-07
5.999999999999999778e-01,1.000000000000000000e+00,-4.395569999999999755e-01,-4.395566880702972412e-01,3.119297027343037598e-07
6.999999999999999556e-01,1.000000000000000000e+00,-5.654369999999999674e-01,-5.654366016387939453e-01,3.983612060221020101e-07
8.000000000000000444e-01,1.000000000000000000e+00,-6.840410000000000101e-01,-6.840411424636840820e-01,1.424636840718918052e-07
9.000000000000000222e-01,1.000000000000000000e+00,-7.812750000000000528e-01,-7.812751531600952148e-01,1.531600951620859519e-07
1.000000000000000000e+00,1.000000000000000000e+00,-8.445820000000000549e-01,-8.445818424224853516e-01,1.575775147033553480e-07
