v_in0,v_in1,spice_vout0,pytorch_vout0,abs_err
1.078025999999999984e-01,-7.960169999999999746e-01,3.675598999999999950e-01,3.675596714019775391e-01,2.285980224558947782e-07
2.078026000000000040e-01,-7.960169999999999746e-01,3.783538000000000179e-01,3.783535361289978027e-01,2.638710022151435908e-07
3.078025999999999818e-01,-7.960169999999999746e-01,3.882768999999999804e-01,3.882765769958496094e-01,3.230041503710090467e-07
4.078026000000000151e-01,-7.960169999999999746e-01,3.972299000000000246e-01,3.972294926643371582e-01,4.073356628664370760e-07
5.078025999999999929e-01,-7.960169999999999746e-01,4.051664999999999850e-01,4.051660299301147461e-01,4.700698852388995874e-07
6.078025999999999707e-01,-7.960169999999999746e-01,4.120872999999999897e-01,4.120867848396301270e-01,5.151603698627660322e-07
7.078025999999999485e-01,-7.960169999999999746e-01,4.180299000000000098e-01,4.180292487144470215e-01,6.512855529883232464e-07
8.078026000000000373e-01,-7.960169999999999746e-01,4.230576999999999810e-01,4.230571389198303223e-01,5.610801696587230936e-07
9.078026000000000151e-01,-7.960169999999999746e-01,4.272482000000000224e-01,4.272475838661193848e-01,6.161338806376370769e-07
-9.921969999999999956e-01,-6.960169999999999968e-01,2.342401000000000066e-01,2.342400252819061279e-01,7.471809387871175545e-08
-8.921970000000000178e-01,-6.960169999999999968e-01,2.390730000000000077e-01,2.390729933977127075e-01,6.602287300205844645e-09
-7.921970000000000400e-01,-6.960169999999999968e-01,2.453905999999999865e-01,2.453905344009399414e-01,6.559906004510729360e-08
-6.921969999999999512e-01,-6.960169999999999968e-01,2.530984000000000012e-01,2.530983090400695801e-01,9.095993042107508586e-08
-5.921969999999999734e-01,-6.960169999999999968e-01,2.620525000000000215e-01,2.620523869991302490e-01,1.130008697725060074e-07
-4.921969999999999956e-01,-6.960169999999999968e-01,2.720625999999999878e-01,2.720624804496765137e-01,1.195503234741046583e-07
-3.921970000000000178e-01,-6.960169999999999968e-01,2.828978999999999799e-01,2.828978300094604492e-01,6.999053953071765477e-08
-2.921969999999999845e-01,-6.960169999999999968e-01,2.942964000000000135e-01,2.942963242530822754e-01,7.574691773815089846e-08
-1.921970000000000067e-01,-6.960169999999999968e-01,3.059775000000000134e-01,3.059774637222290039e-01,3.627777100945195343e-08
-9.219739999999999880e-02,-6.960169999999999968e-01,3.176566000000000112e-01,3.176565170288085938e-01,8.297119141742470561e-08
7.802627999999999821e-03,-6.960169999999999968e-01,3.290610999999999953e-01,3.290610313415527344e-01,6.865844726089420647e-08
1.078025999999999984e-01,-6.960169999999999968e-01,3.399453000000000058e-01,3.399451971054077148e-01,1.028945922909585420e-07
2.078026000000000040e-01,-6.960169999999999968e-01,3.501040999999999737e-01,3.501038551330566406e-01,2.448669433330330492e-07
3.078025999999999818e-01,-6.960169999999999968e-01,3.593824999999999936e-01,3.593822121620178223e-01,2.878379821713572539e-07
4.078026000000000151e-01,-6.960169999999999968e-01,3.676817000000000002e-01,3.676813244819641113e-01,3.755180358888665637e-07
5.078025999999999929e-01,-6.960169999999999968e-01,3.749584000000000250e-01,3.749579787254333496e-01,4.212745666754003082e-07
6.078025999999999707e-01,-6.960169999999999968e-01,3.812203000000000119e-01,3.812198638916015625e-01,4.361083984494307231e-07
7.078025999999999485e-01,-6.960169999999999968e-01,3.865162999999999793e-01,3.865157365798950195e-01,5.634201049597997724e-07
8.078026000000000373e-01,-6.960169999999999968e-01,3.909230000000000205e-01,3.909225463867187500e-01,4.536132812704707362e-07
9.078026000000000151e-01,-6.960169999999999968e-01,3.945309000000000177e-01,3.945303559303283691e-01,5.440696716485504680e-07
-9.921969999999999956e-01,-5.960170000000000190e-01,2.115949000000000024e-01,2.115948498249053955e-01,5.017509460691904621e-08
-8.921970000000000178e-01,-5.960170000000000190e-01,2.159821000000000102e-01,2.159820348024368286e-01,6.519756318157376995e-08
-7.921970000000000400e-01,-5.960170000000000190e-01,2.217928999999999873e-01,2.217928767204284668e-01,2.327957152048476530e-08
-6.921969999999999512e-01,-5.960170000000000190e-01,2.289254000000000011e-01,2.289252728223800659e-01,1.271776199351926095e-07
-5.921969999999999734e-01,-5.960170000000000190e-01,2.372303000000000051e-01,2.372301816940307617e-01,1.183059692433374721e-07
-4.921969999999999956e-01,-5.960170000000000190e-01,2.465171999999999919e-01,2.465171366930007935e-01,6.330699919843141288e-08
-3.921970000000000178e-01,-5.960170000000000190e-01,2.565622000000000180e-01,2.565621137619018555e-01,8.623809816254990324e-08
-2.921969999999999845e-01,-5.960170000000000190e-01,2.671176000000000106e-01,2.671175003051757812e-01,9.969482422933495513e-08
-1.921970000000000067e-01,-5.960170000000000190e-01,2.779225000000000168e-01,2.779224514961242676e-01,4.850387574917292000e-08
-9.219739999999999880e-02,-5.960170000000000190e-01,2.887142999999999793e-01,2.887141704559326172e-01,1.295440673620973371e-07
7.802627999999999821e-03,-5.960170000000000190e-01,2.992404000000000175e-01,2.992402613162994385e-01,1.386837005790120259e-07
1.078025999999999984e-01,-5.960170000000000190e-01,3.092701999999999951e-01,3.092699646949768066e-01,2.353050231884701304e-07
2.078026000000000040e-01,-5.960170000000000190e-01,3.186066000000000176e-01,3.186064362525939941e-01,1.637474060234289652e-07
3.078025999999999818e-01,-5.960170000000000190e-01,3.270971999999999769e-01,3.270969390869140625e-01,2.609130859143604653e-07
4.078026000000000151e-01,-5.960170000000000190e-01,3.346414999999999806e-01,3.346412181854248047e-01,2.818145751759537632e-07
5.078025999999999929e-01,-5.960170000000000190e-01,3.411950000000000260e-01,3.411946296691894531e-01,3.703308105729163913e-07
6.078025999999999707e-01,-5.960170000000000190e-01,3.467661000000000215e-01,3.467656970024108887e-01,4.029975891328696491e-07
7.078025999999999485e-01,-5.960170000000000190e-01,3.514079999999999981e-01,3.514075279235839844e-01,4.720764160137669307e-07
8.078026000000000373e-01,-5.960170000000000190e-01,3.552042999999999728e-01,3.552038073539733887e-01,4.926460265841647868e-07
9.078026000000000151e-01,-5.960170000000000190e-01,3.582522000000000206e-01,3.582516908645629883e-01,5.091354370323486478e-07
-9.921969999999999956e-01,-4.960169999999999857e-01,1.885907000000000000e-01,1.885906159877777100e-01,8.401222229004190467e-08
-8.921970000000000178e-01,-4.960169999999999857e-01,1.924439000000000011e-01,1.924438923597335815e-01,7.640266419528529696e-09
-7.921970000000000400e-01,-4.960169999999999857e-01,1.976038999999999990e-01,1.976038217544555664e-01,7.824554443258691094e-08
-6.921969999999999512e-01,-4.960169999999999857e-01,2.039660000000000084e-01,2.039659917354583740e-01,8.264541634384059421e-09
-5.921969999999999734e-01,-4.960169999999999857e-01,2.113831999999999933e-01,2.113831341266632080e-01,6.587333678531592795e-08
-4.921969999999999956e-01,-4.960169999999999857e-01,2.196738000000000024e-01,2.196737527847290039e-01,4.721527099849076592e-08
-3.921970000000000178e-01,-4.960169999999999857e-01,2.286313000000000095e-01,2.286312431097030640e-01,5.689029694555536310e-08
-2.921969999999999845e-01,-4.960169999999999857e-01,2.380334000000000061e-01,2.380332052707672119e-01,1.947292327941774204e-07
-1.921970000000000067e-01,-4.960169999999999857e-01,2.476504999999999956e-01,2.476503252983093262e-01,1.747016906694653926e-07
-9.219739999999999880e-02,-4.960169999999999857e-01,2.572534000000000209e-01,2.572531700134277344e-01,2.299865722865668261e-07
7.802627999999999821e-03,-4.960169999999999857e-01,2.666205999999999854e-01,2.666204571723937988e-01,1.428276061865574320e-07
1.078025999999999984e-01,-4.960169999999999857e-01,2.755459000000000103e-01,2.755457162857055664e-01,1.837142944438596714e-07
2.078026000000000040e-01,-4.960169999999999857e-01,2.838481999999999950e-01,2.838479280471801758e-01,2.719528198191767387e-07
3.078025999999999818e-01,-4.960169999999999857e-01,2.913814000000000126e-01,2.913811206817626953e-01,2.793182373173053179e-07
4.078026000000000151e-01,-4.960169999999999857e-01,2.980450000000000044e-01,2.980448007583618164e-01,1.992416381879635878e-07
5.078025999999999929e-01,-4.960169999999999857e-01,3.037908999999999748e-01,3.037906289100646973e-01,2.710899352775797411e-07
6.078025999999999707e-01,-4.960169999999999857e-01,3.086238000000000037e-01,3.086235225200653076e-01,2.774799346960676871e-07
7.078025999999999485e-01,-4.960169999999999857e-01,3.125944999999999974e-01,3.125941157341003418e-01,3.842658996555670115e-07
8.078026000000000373e-01,-4.960169999999999857e-01,3.157860000000000111e-01,3.157855868339538574e-01,4.131660461537123297e-07
9.078026000000000151e-01,-4.960169999999999857e-01,3.182957000000000147e-01,3.182951807975769043e-01,5.192024231104319654e-07
-9.921969999999999956e-01,-3.960170000000000079e-01,1.653679000000000121e-01,1.653679311275482178e-01,3.112754820566721037e-08
-8.921970000000000178e-01,-3.960170000000000079e-01,1.685944000000000054e-01,1.685944199562072754e-01,1.995620727002211936e-08
-7.921970000000000400e-01,-3.960170000000000079e-01,1.729528999999999928e-01,1.729528605937957764e-01,3.940620421638563187e-08
-6.921969999999999512e-01,-3.960170000000000079e-01,1.783435999999999910e-01,1.783435940742492676e-01,5.925750723445588619e-09
-5.921969999999999734e-01,-3.960170000000000079e-01,1.846309999999999896e-01,1.846309602260589600e-01,3.977394102960829514e-08
-4.921969999999999956e-01,-3.960170000000000079e-01,1.916528000000000120e-01,1.916527748107910156e-01,2.518920899641230449e-08
-3.921970000000000178e-01,-3.960170000000000079e-01,1.992300999999999933e-01,1.992300301790237427e-01,6.982097625063410362e-08
-2.921969999999999845e-01,-3.960170000000000079e-01,2.071754000000000095e-01,2.071753740310668945e-01,2.596893311501702328e-08
-1.921970000000000067e-01,-3.960170000000000079e-01,2.152992999999999990e-01,2.152991890907287598e-01,1.109092712392456548e-07
-9.219739999999999880e-02,-3.960170000000000079e-01,2.234142000000000072e-01,2.234140336513519287e-01,1.663486480785181243e-07
7.802627999999999821e-03,-3.960170000000000079e-01,2.313373999999999986e-01,2.313372343778610229e-01,1.656221389756407092e-07
1.078025999999999984e-01,-3.960170000000000079e-01,2.388956999999999886e-01,2.388954609632492065e-01,2.390367507820734261e-07
2.078026000000000040e-01,-3.960170000000000079e-01,2.459312999999999916e-01,2.459310591220855713e-01,2.408779144202899403e-07
3.078025999999999818e-01,-3.960170000000000079e-01,2.523119999999999807e-01,2.523117959499359131e-01,2.040500640676512489e-07
4.078026000000000151e-01,-3.960170000000000079e-01,2.579417999999999989e-01,2.579416036605834961e-01,1.963394165027665395e-07
5.078025999999999929e-01,-3.960170000000000079e-01,2.627706000000000208e-01,2.627703547477722168e-01,2.452522278040270010e-07
6.078025999999999707e-01,-3.960170000000000079e-01,2.667970000000000064e-01,2.667967081069946289e-01,2.918930053774637656e-07
7.078025999999999485e-01,-3.960170000000000079e-01,2.700643999999999822e-01,2.700640559196472168e-01,3.440803527654523464e-07
8.078026000000000373e-01,-3.960170000000000079e-01,2.726477999999999957e-01,2.726475000381469727e-01,2.999618530230563351e-07
9.078026000000000151e-01,-3.960170000000000079e-01,2.746370000000000200e-01,2.746366262435913086e-01,3.737564087114009226e-07
-9.921969999999999956e-01,-2.960169999999999746e-01,1.420309999999999906e-01,1.420309543609619141e-01,4.563903807652813782e-08
-8.921970000000000178e-01,-2.960169999999999746e-01,1.445398999999999989e-01,1.445399224758148193e-01,2.247581482039961998e-08
-7.921970000000000400e-01,-2.960169999999999746e-01,1.479509999999999992e-01,1.479510217905044556e-01,2.179050445638708311e-08
-6.921969999999999512e-01,-2.960169999999999746e-01,1.521785999999999972e-01,1.521785259246826172e-01,7.407531738001793542e-08
-5.921969999999999734e-01,-2.960169999999999746e-01,1.571088999999999958e-01,1.571088135242462158e-01,8.647575377995764256e-08
-4.921969999999999956e-01,-2.960169999999999746e-01,1.626095999999999930e-01,1.626095473766326904e-01,5.262336730260663842e-08
-3.921970000000000178e-01,-2.960169999999999746e-01,1.685385000000000078e-01,1.685384362936019897e-01,6.370639801800415114e-08
-2.921969999999999845e-01,-2.960169999999999746e-01,1.747505000000000031e-01,1.747503578662872314e-01,1.421337127716082449e-07
-1.921970000000000067e-01,-2.960169999999999746e-01,1.811013999999999957e-01,1.811013519763946533e-01,4.802360534239547007e-08
-9.219739999999999880e-02,-2.960169999999999746e-01,1.874499000000000026e-01,1.874497681856155396e-01,1.318143844630803585e-07
7.802627999999999821e-03,-2.960169999999999746e-01,1.936573000000000044e-01,1.936570703983306885e-01,2.296016693159597111e-07
1.078025999999999984e-01,-2.960169999999999746e-01,1.995891999999999944e-01,1.995889991521835327e-01,2.008478164616800399e-07
2.078026000000000040e-01,-2.960169999999999746e-01,2.051196000000000130e-01,2.051194459199905396e-01,1.540800094734784409e-07
3.078025999999999818e-01,-2.960169999999999746e-01,2.101385000000000058e-01,2.101383060216903687e-01,1.939783096371883175e-07
4.078026000000000151e-01,-2.960169999999999746e-01,2.145622000000000085e-01,2.145621031522750854e-01,9.684772492302151647e-08
5.078025999999999929e-01,-2.960169999999999746e-01,2.183434999999999959e-01,2.183433622121810913e-01,1.377878189046111146e-07
6.078025999999999707e-01,-2.960169999999999746e-01,2.214762000000000119e-01,2.214760035276412964e-01,1.964723587155603468e-07
7.078025999999999485e-01,-2.960169999999999746e-01,2.239927999999999919e-01,2.239926308393478394e-01,1.691606521525557127e-07
8.078026000000000373e-01,-2.960169999999999746e-01,2.259545000000000026e-01,2.259541898965835571e-01,3.101034164454397057e-07
9.078026000000000151e-01,-2.960169999999999746e-01,2.274354000000000098e-01,2.274351567029953003e-01,2.432970047094862309e-07
-9.921969999999999956e-01,-1.960169999999999968e-01,1.186468999999999996e-01,1.186468973755836487e-01,2.624416350904823503e-09
-8.921970000000000178e-01,-1.960169999999999968e-01,1.203581999999999985e-01,1.203580722212791443e-01,1.277787208542324748e-07
-7.921970000000000400e-01,-1.960169999999999968e-01,1.226948999999999956e-01,1.226948499679565430e-01,5.003204345266354380e-08
-6.921969999999999512e-01,-1.960169999999999968e-01,1.255942999999999921e-01,1.255943179130554199e-01,1.791305542786503224e-08
-5.921969999999999734e-01,-1.960169999999999968e-01,1.289748000000000006e-01,1.289747059345245361e-01,9.406547546442212138e-08
-4.921969999999999956e-01,-1.960169999999999968e-01,1.327428999999999970e-01,1.327428817749023438e-01,1.822509765325719400e-08
-3.921970000000000178e-01,-1.960169999999999968e-01,1.368005999999999944e-01,1.368004977703094482e-01,1.022296905461850258e-07
-2.921969999999999845e-01,-1.960169999999999968e-01,1.410495999999999972e-01,1.410495936870574951e-01,6.312942502084695207e-09
-1.921970000000000067e-01,-1.960169999999999968e-01,1.453940999999999983e-01,1.453940570354461670e-01,4.296455383134833994e-08
-9.219739999999999880e-02,-1.960169999999999968e-01,1.497402999999999929e-01,1.497401893138885498e-01,1.106861114430479631e-07
7.802627999999999821e-03,-1.960169999999999968e-01,1.539959999999999940e-01,1.539958417415618896e-01,1.582584381043528055e-07
1.078025999999999984e-01,-1.960169999999999968e-01,1.580700999999999912e-01,1.580699831247329712e-01,1.168752670199779686e-07
2.078026000000000040e-01,-1.960169999999999968e-01,1.618750999999999940e-01,1.618749350309371948e-01,1.649690627991695635e-07
3.078025999999999818e-01,-1.960169999999999968e-01,1.653320000000000067e-01,1.653319299221038818e-01,7.007789612489823128e-08
4.078026000000000151e-01,-1.960169999999999968e-01,1.683787999999999951e-01,1.683786958456039429e-01,1.041543960522695045e-07
5.078025999999999929e-01,-1.960169999999999968e-01,1.709779999999999911e-01,1.709779202938079834e-01,7.970619200770023838e-08
6.078025999999999707e-01,-1.960169999999999968e-01,1.731221000000000010e-01,1.731219887733459473e-01,1.112266540537198978e-07
7.078025999999999485e-01,-1.960169999999999968e-01,1.748319999999999874e-01,1.748318821191787720e-01,1.178808212154436319e-07
8.078026000000000373e-01,-1.960169999999999968e-01,1.761502000000000068e-01,1.761500239372253418e-01,1.760627746649756631e-07
9.078026000000000151e-01,-1.960169999999999968e-01,1.771294999999999953e-01,1.771293878555297852e-01,1.121444702101292989e-07
-9.921969999999999956e-01,-9.601719999999999700e-02,9.525045999999999513e-02,9.525046497583389282e-02,4.975833897691295249e-09
-8.921970000000000178e-01,-9.601719999999999700e-02,9.610404999999999642e-02,9.610407799482345581e-02,2.799482345938741901e-08
-7.921970000000000400e-01,-9.601719999999999700e-02,9.727257000000000264e-02,9.727261960506439209e-02,4.960506438944634056e-08
-6.921969999999999512e-01,-9.601719999999999700e-02,9.872334000000000664e-02,9.872336685657501221e-02,2.685657500556271060e-08
-5.921969999999999734e-01,-9.601719999999999700e-02,1.004142999999999980e-01,1.004142686724662781e-01,3.132753371992702540e-08
-4.921969999999999956e-01,-9.601719999999999700e-02,1.022980000000000000e-01,1.022980213165283203e-01,2.131652832026986744e-08
-3.921970000000000178e-01,-9.601719999999999700e-02,1.043252999999999958e-01,1.043253690004348755e-01,6.900043487967355560e-08
-2.921969999999999845e-01,-9.601719999999999700e-02,1.064476000000000033e-01,1.064475476741790771e-01,5.232582092618009995e-08
-1.921970000000000067e-01,-9.601719999999999700e-02,1.086176999999999976e-01,1.086176484823226929e-01,5.151767730471323858e-08
-9.219739999999999880e-02,-9.601719999999999700e-02,1.107899999999999996e-01,1.107900068163871765e-01,6.816387176922233948e-09
7.802627999999999821e-03,-9.601719999999999700e-02,1.129191999999999974e-01,1.129192113876342773e-01,1.138763427999123223e-08
1.078025999999999984e-01,-9.601719999999999700e-02,1.149603000000000014e-01,1.149602979421615601e-01,2.057838441316128808e-09
2.078026000000000040e-01,-9.601719999999999700e-02,1.168691000000000035e-01,1.168690547347068787e-01,4.526529312487426182e-08
3.078025999999999818e-01,-9.601719999999999700e-02,1.186048999999999992e-01,1.186048164963722229e-01,8.350362777631570310e-08
4.078026000000000151e-01,-9.601719999999999700e-02,1.201350999999999947e-01,1.201350763440132141e-01,2.365598678055746973e-08
5.078025999999999929e-01,-9.601719999999999700e-02,1.214393000000000000e-01,1.214393675327301025e-01,6.753273010251525932e-08
6.078025999999999707e-01,-9.601719999999999700e-02,1.225125999999999993e-01,1.225126534700393677e-01,5.347003936839733740e-08
7.078025999999999485e-01,-9.601719999999999700e-02,1.233647999999999967e-01,1.233648285269737244e-01,2.852697372768275841e-08
8.078026000000000373e-01,-9.601719999999999700e-02,1.240172999999999970e-01,1.240173429250717163e-01,4.292507171932413712e-08
9.078026000000000151e-01,-9.601719999999999700e-02,1.244969999999999966e-01,1.244969591498374939e-01,4.085016250265915971e-08
-9.921969999999999956e-01,3.982827999999999889e-03,7.185347999999999735e-02,7.185349613428115845e-02,1.613428116109538735e-08
-8.921970000000000178e-01,3.982827999999999889e-03,7.181787000000000587e-02,7.181789726018905640e-02,2.726018905052640662e-08
-7.921970000000000400e-01,3.982827999999999889e-03,7.176907999999999899e-02,7.176917046308517456e-02,9.046308517557388740e-08
-6.921969999999999512e-01,3.982827999999999889e-03,7.170848999999999973e-02,7.170853763818740845e-02,4.763818740871617052e-08
-5.921969999999999734e-01,3.982827999999999889e-03,7.163788000000000100e-02,7.163783907890319824e-02,4.092109680275957118e-08
-4.921969999999999956e-01,3.982827999999999889e-03,7.155923999999999618e-02,7.155930250883102417e-02,6.250883102798532320e-08
-3.921970000000000178e-01,3.982827999999999889e-03,7.147460999999999398e-02,7.147463411092758179e-02,2.411092758780597478e-08
-2.921969999999999845e-01,3.982827999999999889e-03,7.138603999999999783e-02,7.138600945472717285e-02,3.054527282497776497e-08
-1.921970000000000067e-01,3.982827999999999889e-03,7.129546000000000494e-02,7.129542529582977295e-02,3.470417023199168227e-08
-9.219739999999999880e-02,3.982827999999999889e-03,7.120477000000000056e-02,7.120479643344879150e-02,2.643344879094122746e-08
7.802627999999999821e-03,3.982827999999999889e-03,7.111584999999999435e-02,7.111585140228271484e-02,1.402282720497360913e-09
1.078025999999999984e-01,3.982827999999999889e-03,7.103057000000000121e-02,7.103056460618972778e-02,5.393810273424115564e-09
2.078026000000000040e-01,3.982827999999999889e-03,7.095078999999999969e-02,7.095075398683547974e-02,3.601316451995462131e-08
3.078025999999999818e-01,3.982827999999999889e-03,7.087820999999999705e-02,7.087823748588562012e-02,2.748588562306863992e-08
4.078026000000000151e-01,3.982827999999999889e-03,7.081421000000000243e-02,7.081425935029983521e-02,4.935029983277328114e-08
5.078025999999999929e-01,3.982827999999999889e-03,7.075968000000000535e-02,7.075969129800796509e-02,1.129800795973689986e-08
6.078025999999999707e-01,3.982827999999999889e-03,7.071484000000000103e-02,7.071489840745925903e-02,5.840745925800305827e-08
7.078025999999999485e-01,3.982827999999999889e-03,7.067927999999999711e-02,7.067929953336715698e-02,1.953336715987408212e-08
8.078026000000000373e-01,3.982827999999999889e-03,7.065211999999999881e-02,7.065214216709136963e-02,2.216709137081718239e-08
9.078026000000000151e-01,3.982827999999999889e-03,7.063221999999999556e-02,7.063221186399459839e-02,8.136005397174628229e-09
-9.921969999999999956e-01,1.039828000000000002e-01,4.845645999999999981e-02,4.845645651221275330e-02,3.487787246514439943e-09
-8.921970000000000178e-01,1.039828000000000002e-01,4.753297000000000078e-02,4.753296822309494019e-02,1.776905060590916463e-09
-7.921970000000000400e-01,1.039828000000000002e-01,4.626895000000000313e-02,4.626897722482681274e-02,2.722482680961313406e-08
-6.921969999999999512e-01,1.039828000000000002e-01,4.469965000000000049e-02,4.469962418079376221e-02,2.581920623828670713e-08
-5.921969999999999734e-01,1.039828000000000002e-01,4.287051000000000056e-02,4.287051782011985779e-02,7.820119857226970339e-09
-4.921969999999999956e-01,1.039828000000000002e-01,4.083276999999999740e-02,4.083278402686119080e-02,1.402686119339469073e-08
