v_in0,v_in1,spice_vout0,pytorch_vout0,abs_err
-3.980859999999999954e-01,-3.824139999999999762e-01,8.335280999999999940e-02,8.335250616073608398e-02,3.038392639154174901e-07
-2.980860000000000176e-01,-3.824139999999999762e-01,8.379190999999999723e-02,8.379152417182922363e-02,3.858281707735944366e-07
-1.980860000000000121e-01,-3.824139999999999762e-01,8.309560000000000557e-02,8.309505879878997803e-02,5.412012100275420678e-07
-9.808580000000000076e-02,-3.824139999999999762e-01,8.126803999999999972e-02,8.126735687255859375e-02,6.831274414059729239e-07
1.914223999999999960e-03,-3.824139999999999762e-01,7.831509999999999860e-02,7.831433415412902832e-02,7.658458709702831158e-07
1.019141999999999965e-01,-3.824139999999999762e-01,7.423008000000000384e-02,7.422928512096405029e-02,7.948790359535440331e-07
2.019141999999999881e-01,-3.824139999999999762e-01,6.898451999999999362e-02,6.898374855518341064e-02,7.714448165829779214e-07
3.019142000000000214e-01,-3.824139999999999762e-01,6.252905999999999742e-02,6.252843141555786133e-02,6.285844421360931022e-07
4.019141999999999992e-01,-3.824139999999999762e-01,5.480679000000000106e-02,5.480632185935974121e-02,4.681406402598509153e-07
5.019141999999999770e-01,-3.824139999999999762e-01,4.577761999999999804e-02,4.577738046646118164e-02,2.395335388163943868e-07
6.019141999999999548e-01,-3.824139999999999762e-01,3.544727999999999768e-02,3.544716536998748779e-02,1.146300125098864697e-07
7.019142000000000436e-01,-3.824139999999999762e-01,2.389229000000000006e-02,2.389227598905563354e-02,1.401094436651040276e-08
8.019142000000000214e-01,-3.824139999999999762e-01,1.127230000000000072e-02,1.127231121063232422e-02,1.121063232349672756e-08
9.019141999999999992e-01,-3.824139999999999762e-01,-2.174499999999999784e-03,-2.174578607082366943e-03,7.860708236715960306e-08
-9.980860000000000287e-01,-2.824139999999999984e-01,6.694292999999999771e-02,6.694293022155761719e-02,2.215576194730672910e-10
-8.980860000000000509e-01,-2.824139999999999984e-01,7.344733999999999985e-02,7.344707846641540527e-02,2.615335845945754301e-07
-7.980859999999999621e-01,-2.824139999999999984e-01,7.931362000000000134e-02,7.931333780288696289e-02,2.821971130384515192e-07
-6.980859999999999843e-01,-2.824139999999999984e-01,8.438669999999999505e-02,8.438640832901000977e-02,2.916709899852820698e-07
-5.980860000000000065e-01,-2.824139999999999984e-01,8.852437000000000500e-02,8.852401375770568848e-02,3.562422943165222122e-07
-4.980859999999999732e-01,-2.824139999999999984e-01,9.160427999999999626e-02,9.160390496253967285e-02,3.750374603234130078e-07
-3.980859999999999954e-01,-2.824139999999999984e-01,9.352833000000000674e-02,9.352792799472808838e-02,4.020052719183597745e-07
-2.980860000000000176e-01,-2.824139999999999984e-01,9.422374999999999501e-02,9.422323107719421387e-02,5.189228057811412498e-07
-1.980860000000000121e-01,-2.824139999999999984e-01,9.364026999999999767e-02,9.363961219787597656e-02,6.578021240211118226e-07
-9.808580000000000076e-02,-2.824139999999999984e-01,9.174366999999999939e-02,9.174293279647827148e-02,7.372035217279027108e-07
1.914223999999999960e-03,-2.824139999999999984e-01,8.850718000000000474e-02,8.850637078285217285e-02,8.092171478318865852e-07
1.019141999999999965e-01,-2.824139999999999984e-01,8.390345000000000442e-02,8.390252292156219482e-02,9.270784378095919820e-07
2.019141999999999881e-01,-2.824139999999999984e-01,7.790057999999999705e-02,7.789972424507141113e-02,8.557549285859167298e-07
3.019142000000000214e-01,-2.824139999999999984e-01,7.046594999999999942e-02,7.046520709991455078e-02,7.429000854486389471e-07
4.019141999999999992e-01,-2.824139999999999984e-01,6.157943999999999918e-02,6.157886981964111328e-02,5.701803588858966876e-07
5.019141999999999770e-01,-2.824139999999999984e-01,5.125459999999999738e-02,5.125424265861511230e-02,3.573413848850792718e-07
6.019141999999999548e-01,-2.824139999999999984e-01,3.956214000000000258e-02,3.956200182437896729e-02,1.381756210352969028e-07
7.019142000000000436e-01,-2.824139999999999984e-01,2.664791000000000035e-02,2.664786577224731445e-02,4.422775268589362874e-08
8.019142000000000214e-01,-2.824139999999999984e-01,1.273784000000000027e-02,1.273775100708007812e-02,8.899291992214841684e-08
9.019141999999999992e-01,-2.824139999999999984e-01,-1.873550000000000085e-03,-1.873657107353210449e-03,1.071073532103641174e-07
-9.980860000000000287e-01,-1.824139999999999928e-01,7.222626999999999520e-02,7.222627103328704834e-02,1.033287053142650791e-09
-8.980860000000000509e-01,-1.824139999999999928e-01,7.909692999999999585e-02,7.909667491912841797e-02,2.550808715778840607e-07
-7.980859999999999621e-01,-1.824139999999999928e-01,8.533433999999999464e-02,8.533403277397155762e-02,3.072260284370242900e-07
-6.980859999999999843e-01,-1.824139999999999928e-01,9.077812000000000381e-02,9.077781438827514648e-02,3.056117248573242406e-07
-5.980860000000000065e-01,-1.824139999999999928e-01,9.527770000000000683e-02,9.527733922004699707e-02,3.607799530097599572e-07
-4.980859999999999732e-01,-1.824139999999999928e-01,9.869782000000000555e-02,9.869733452796936035e-02,4.854720306451953959e-07
-3.980859999999999954e-01,-1.824139999999999928e-01,1.009216000000000002e-01,1.009211093187332153e-01,4.906812667848647891e-07
-2.980860000000000176e-01,-1.824139999999999928e-01,1.018511000000000000e-01,1.018504500389099121e-01,6.499610900878582953e-07
-1.980860000000000121e-01,-1.824139999999999928e-01,1.014050999999999980e-01,1.014043837785720825e-01,7.162214279154976992e-07
-9.808580000000000076e-02,-1.824139999999999928e-01,9.951575999999999478e-02,9.951490163803100586e-02,8.583619689889188109e-07
1.914223999999999960e-03,-1.824139999999999928e-01,9.612421000000000160e-02,9.612327814102172852e-02,9.318589782730812843e-07
1.019141999999999965e-01,-1.824139999999999928e-01,9.117886000000000046e-02,9.117788076400756836e-02,9.792359924321036857e-07
2.019141999999999881e-01,-1.824139999999999928e-01,8.463758000000000392e-02,8.463667333126068115e-02,9.066687393227690350e-07
3.019142000000000214e-01,-1.824139999999999928e-01,7.647611999999999466e-02,7.647535204887390137e-02,7.679511260932914141e-07
4.019141999999999992e-01,-1.824139999999999928e-01,6.670275000000000509e-02,6.670217216014862061e-02,5.778398513844873463e-07
5.019141999999999770e-01,-1.824139999999999928e-01,5.537688999999999806e-02,5.537655949592590332e-02,3.305040740947395861e-07
6.019141999999999548e-01,-1.824139999999999928e-01,4.262670999999999821e-02,4.262650012969970703e-02,2.098703002911816995e-07
7.019142000000000436e-01,-1.824139999999999928e-01,2.865917999999999938e-02,2.865907549858093262e-02,1.045014190667603593e-07
8.019142000000000214e-01,-1.824139999999999928e-01,1.375710999999999948e-02,1.375699788331985474e-02,1.121166801447415207e-07
9.019141999999999992e-01,-1.824139999999999928e-01,-1.739040000000000074e-03,-1.739226281642913818e-03,1.862816429137447577e-07
-9.980860000000000287e-01,-8.241400000000000114e-02,7.527744000000000102e-02,7.527744770050048828e-02,7.700500487262118554e-09
-8.980860000000000509e-01,-8.241400000000000114e-02,8.236139000000000654e-02,8.236116170883178711e-02,2.282911682194299630e-07
-7.980859999999999621e-01,-8.241400000000000114e-02,8.881614999999999649e-02,8.881586790084838867e-02,2.820991516078175110e-07
-6.980859999999999843e-01,-8.241400000000000114e-02,9.447898000000000407e-02,9.447862207889556885e-02,3.579211044352215154e-07
-5.980860000000000065e-01,-8.241400000000000114e-02,9.919535999999999631e-02,9.919494390487670898e-02,4.160951232873300043e-07
-4.980859999999999732e-01,-8.241400000000000114e-02,1.028234999999999982e-01,1.028229743242263794e-01,5.256757736188388819e-07
-3.980859999999999954e-01,-8.241400000000000114e-02,1.052362000000000020e-01,1.052356213331222534e-01,5.786668777485459714e-07
-2.980860000000000176e-01,-8.241400000000000114e-02,1.063209999999999988e-01,1.063203513622283936e-01,6.486377716052871278e-07
-1.980860000000000121e-01,-8.241400000000000114e-02,1.059780000000000028e-01,1.059771478176116943e-01,8.521823883084200801e-07
-9.808580000000000076e-02,-8.241400000000000114e-02,1.041171999999999931e-01,1.041162312030792236e-01,9.687969207694546725e-07
1.914223999999999960e-03,-8.241400000000000114e-02,1.006577000000000027e-01,1.006567478179931641e-01,9.521820068386643854e-07
1.019141999999999965e-01,-8.241400000000000114e-02,9.552971999999999853e-02,9.552869200706481934e-02,1.027992935179189438e-06
2.019141999999999881e-01,-8.241400000000000114e-02,8.868123999999999452e-02,8.868032693862915039e-02,9.130613708441259746e-07
3.019142000000000214e-01,-8.241400000000000114e-02,8.009067999999999743e-02,8.008988201618194580e-02,7.979838180516285462e-07
4.019141999999999992e-01,-8.241400000000000114e-02,6.978315999999999686e-02,6.978257000446319580e-02,5.899955368010578738e-07
5.019141999999999770e-01,-8.241400000000000114e-02,5.784770999999999663e-02,5.784730613231658936e-02,4.038676834072774113e-07
6.019141999999999548e-01,-8.241400000000000114e-02,4.445066000000000295e-02,4.445040225982666016e-02,2.577401733427908681e-07
7.019142000000000436e-01,-8.241400000000000114e-02,2.983964999999999881e-02,2.983950078487396240e-02,1.492151260364116272e-07
8.019142000000000214e-01,-8.241400000000000114e-02,1.433470000000000057e-02,1.433454453945159912e-02,1.554605484014454087e-07
9.019141999999999992e-01,-8.241400000000000114e-02,-1.694650000000000019e-03,-1.694865524768829346e-03,2.155247688293265157e-07
-9.980860000000000287e-01,1.758596000000000117e-02,7.602886000000000366e-02,7.602888345718383789e-02,2.345718383423012199e-08
-8.980860000000000509e-01,1.758596000000000117e-02,8.316552000000000666e-02,8.316527307033538818e-02,2.469296646184782063e-07
-7.980859999999999621e-01,1.758596000000000117e-02,8.967411000000000132e-02,8.967383205890655518e-02,2.779410934461434834e-07
-6.980859999999999843e-01,1.758596000000000117e-02,9.539140000000000119e-02,9.539102017879486084e-02,3.798212051403515588e-07
-5.980860000000000065e-01,1.758596000000000117e-02,1.001620000000000010e-01,1.001616120338439941e-01,3.879661560068914383e-07
-4.980859999999999732e-01,1.758596000000000117e-02,1.038425999999999932e-01,1.038420647382736206e-01,5.352617263726378027e-07
-3.980859999999999954e-01,1.758596000000000117e-02,1.063037000000000010e-01,1.063030362129211426e-01,6.637870788583910553e-07
-2.980860000000000176e-01,1.758596000000000117e-02,1.074289999999999967e-01,1.074283421039581299e-01,6.578960418668344801e-07
-1.980860000000000121e-01,1.758596000000000117e-02,1.071141000000000038e-01,1.071132719516754150e-01,8.280483245887149124e-07
-9.808580000000000076e-02,1.758596000000000117e-02,1.052623000000000031e-01,1.052623093128204346e-01,9.312820431484070127e-09
1.914223999999999960e-03,1.758596000000000117e-02,1.017897999999999997e-01,1.017887443304061890e-01,1.055669593810759643e-06
1.019141999999999965e-01,1.758596000000000117e-02,9.661870000000000180e-02,9.661769866943359375e-02,1.001330566408054068e-06
2.019141999999999881e-01,1.758596000000000117e-02,8.969520999999999744e-02,8.969423174858093262e-02,9.782514190648239349e-07
3.019142000000000214e-01,1.758596000000000117e-02,8.099802999999999864e-02,8.099722862243652344e-02,8.013775634752029475e-07
4.019141999999999992e-01,1.758596000000000117e-02,7.055641999999999470e-02,7.055580615997314453e-02,6.138400268501653656e-07
5.019141999999999770e-01,1.758596000000000117e-02,5.846711000000000269e-02,5.846671760082244873e-02,3.923991775539592552e-07
6.019141999999999548e-01,1.758596000000000117e-02,4.490642000000000245e-02,4.490616917610168457e-02,2.508238983178756598e-07
7.019142000000000436e-01,1.758596000000000117e-02,3.013269999999999837e-02,3.013253957033157349e-02,1.604296684248884830e-07
8.019142000000000214e-01,1.758596000000000117e-02,1.447565999999999957e-02,1.447549462318420410e-02,1.653768157954677021e-07
9.019141999999999992e-01,1.758596000000000117e-02,-1.687659999999999898e-03,-1.687891781330108643e-03,2.317813301087445071e-07
-9.980860000000000287e-01,1.175859999999999961e-01,7.446410000000000529e-02,7.446406781673431396e-02,3.218326569132123893e-08
-8.980860000000000509e-01,1.175859999999999961e-01,8.149106999999999879e-02,8.149084448814392090e-02,2.255118560778868186e-07
-7.980859999999999621e-01,1.175859999999999961e-01,8.788769999999999916e-02,8.788743615150451660e-02,2.638484954825548456e-07
-6.980859999999999843e-01,1.175859999999999961e-01,9.349179000000000517e-02,9.349143505096435547e-02,3.549490356496987076e-07
-5.980860000000000065e-01,1.175859999999999961e-01,9.814984000000000208e-02,9.814943373203277588e-02,4.062679672262037300e-07
